code,name,avg_amplitude,adx_ratio,max_rise_6m,ann_volatility
301060,兰卫医学,3.54,100.0,48.07,40.94
301061,匠心家居,3.96,81.7,7.87,45.89
301062,上海艾录,4.17,96.7,31.92,35.8
301063,海锅股份,3.76,92.5,30.96,40.07
301065,本立科技,2.77,76.7,17.54,29.97
301066,万事利,4.78,100.0,53.99,52.75
301067,显盈科技,4.62,71.7,33.48,53.92
301068,大地海洋,4.87,98.3,52.78,47.77
301069,凯盛新材,4.09,95.8,26.76,53.52
301070,开勒股份,5.71,90.8,113.0,64.51
301071,力量钻石,5.92,88.3,183.77,64.03
301072,中捷精工,4.49,85.8,98.48,42.45
301073,君亭酒店,4.26,84.2,34.76,43.76
301075,多瑞医药,6.15,98.3,92.67,64.61
301076,新瀚新材,4.34,90.8,26.46,66.35
301077,星华新材,4.65,96.7,51.09,48.38
301078,孩子王,3.62,95.8,22.96,38.63
301079,邵阳液压,6.67,77.5,147.44,77.04
301080,百普赛斯,3.92,86.7,32.69,51.05
301081,严牌股份,5.46,86.7,115.77,49.0
301082,久盛电气,3.44,96.7,15.98,53.72
301083,百胜智能,3.63,85.8,18.37,39.63
301085,亚康股份,6.07,70.8,68.9,54.4
301086,鸿富瀚,6.05,78.3,213.96,64.39
301087,可孚医疗,4.23,89.2,39.86,38.03
301088,戎美股份,3.79,90.0,29.07,32.25
301089,拓新药业,3.35,78.3,23.01,40.1
301090,华润材料,3.81,91.7,33.96,33.94
301091,深城交,3.37,82.5,16.44,38.25
301092,争光股份,4.99,99.2,74.1,53.29
301093,华兰股份,6.48,71.7,174.28,65.55
301095,广立微,5.66,95.0,77.65,63.67
301096,百诚医药,4.02,94.2,47.19,47.82
301097,天益医疗,4.44,96.7,26.92,46.24
301098,金埔园林,4.09,99.2,40.46,39.29
301099,雅创电子,5.64,90.0,124.43,62.35
301100,风光股份,3.39,88.3,24.89,39.59
301101,明月镜片,2.99,98.3,20.89,34.08
301102,兆讯传媒,3.69,74.2,33.65,34.48
301103,何氏眼科,2.8,93.3,12.47,26.52
301105,鸿铭股份,4.75,62.5,40.08,45.24
301106,骏成科技,4.3,81.7,36.34,38.41
301107,瑜欣电子,3.9,80.8,43.17,41.12
301108,洁雅股份,3.69,100.0,20.43,50.21
301109,军信股份,2.8,95.0,20.21,28.55
301110,青木科技,4.8,100.0,55.11,64.3
301111,粤万年青,5.52,100.0,72.22,63.0
301112,信邦智能,3.72,82.5,21.89,60.59
301113,雅艺科技,4.32,83.3,21.54,37.83
301115,联检科技,4.31,97.5,120.79,41.47
301116,益客食品,3.13,96.7,16.68,35.51
301117,佳缘科技,6.03,80.8,79.58,77.9
301118,恒光股份,4.86,92.5,64.28,53.01
301119,正强股份,5.1,80.8,20.86,52.48
301120,新特电气,5.96,93.3,72.55,76.46
301121,紫建电子,3.58,91.7,23.78,42.58
301122,采纳股份,4.91,95.0,35.17,47.71
301123,奕东电子,7.13,75.8,151.81,85.8
301125,腾亚精工,5.25,80.8,53.75,64.15
301126,达嘉维康,3.97,90.0,17.85,39.59
301127,武汉天源,4.85,62.5,38.94,49.67
301128,强瑞技术,7.11,80.8,216.14,71.59
301129,瑞纳智能,4.02,92.5,29.15,52.71
301130,西点药业,3.19,66.7,22.69,31.13
301131,聚赛龙,3.2,80.8,14.25,33.95
301132,满坤科技,4.65,75.8,48.65,55.91
301133,金钟股份,5.71,77.5,64.79,57.48
301135,瑞德智能,3.57,85.8,17.6,35.89
301136,招标股份,4.49,75.8,24.18,64.31
301137,哈焊华通,5.38,88.3,48.26,81.09
301138,华研精机,3.64,92.5,30.45,49.96
301141,中科磁业,4.62,89.2,30.16,65.45
301148,嘉戎技术,5.77,92.5,74.95,65.81
301149,隆华新材,3.73,95.0,38.6,39.17
301150,中一科技,6.86,95.0,132.82,83.04
301151,冠龙节能,3.03,81.7,36.3,50.76
301152,天力锂能,4.24,76.7,34.51,49.22
301153,中科江南,3.95,92.5,34.81,41.71
301155,海力风电,4.76,92.5,25.44,51.23
301156,美农生物,3.46,92.5,20.85,37.91
301157,华塑科技,5.09,86.7,75.75,48.56
301158,德石股份,4.44,87.5,76.82,62.5
301159,三维天地,4.8,79.2,78.84,58.85
301160,翔楼新材,4.59,89.2,59.47,47.16
301161,唯万密封,4.53,75.8,30.65,60.92
301162,国能日新,5.5,94.2,59.97,50.56
301163,宏德股份,3.68,72.5,28.06,33.44
301165,锐捷网络,6.04,76.7,42.1,66.64
301166,优宁维,2.89,75.8,15.86,25.67
301167,建研设计,3.14,90.0,17.15,29.36
301168,通灵股份,4.21,49.2,20.94,44.79
301169,零点有数,5.02,89.2,102.01,44.82
301170,锡南科技,2.76,78.3,16.4,27.27
301171,易点天下,6.59,94.2,143.97,79.26
301172,君逸数码,5.51,82.5,77.04,53.26
301173,毓恬冠佳,2.66,82.5,9.77,32.2
301175,中科环保,2.99,97.5,37.03,32.76
301176,逸豪新材,6.4,89.2,249.64,84.04
301177,迪阿股份,3.58,94.2,37.8,48.92
301178,天亿马,4.98,70.8,41.56,55.03
301179,泽宇智能,5.14,77.5,80.9,51.91
301180,万祥科技,5.22,75.0,45.15,40.95
301181,标榜股份,5.55,67.5,43.67,65.31
301182,凯旺科技,6.58,89.2,176.18,64.74
301183,东田微,7.44,76.7,98.5,87.55
301185,鸥玛软件,3.29,87.5,19.5,32.62
301186,超达装备,4.36,73.3,69.55,37.16
301187,欧圣电气,3.4,85.0,14.5,42.16
301188,力诺药包,6.59,84.2,365.26,63.72
301189,奥尼电子,6.4,68.3,178.92,60.49
301190,善水科技,4.22,100.0,26.69,50.87
301191,菲菱科思,6.99,66.7,79.62,70.33
301192,泰祥股份,4.64,75.8,15.77,48.8
301193,家联科技,5.82,90.8,35.54,61.67
301195,北路智控,3.17,75.0,32.45,37.51
301196,唯科科技,6.41,89.2,197.44,75.92
301197,工大科雅,5.57,83.3,109.7,62.92
301198,喜悦智行,5.25,98.3,64.91,41.39
301199,迈赫股份,3.32,86.7,19.45,33.29
301200,大族数控,6.53,85.8,212.53,75.91
301201,诚达药业,5.26,88.3,66.36,67.0
301202,朗威股份,4.18,100.0,29.05,40.74
301203,国泰环保,3.92,100.0,66.35,35.19
301205,联特科技,8.0,78.3,122.78,87.69
301206,三元生物,2.13,93.3,13.2,29.2
301207,华兰疫苗,3.4,94.2,39.85,51.79
301208,中亦科技,3.52,78.3,19.38,45.61
301209,联合化学,4.25,78.3,16.0,57.26
301210,金杨精密,3.52,94.2,27.03,41.75
301211,亨迪药业,2.79,95.0,21.66,42.03
301212,联盛化学,4.56,90.8,37.48,43.1
301213,观想科技,4.98,100.0,67.5,64.84
301215,中汽股份,2.8,95.0,11.87,34.74
301216,万凯新材,5.26,97.5,83.75,50.76
301217,铜冠铜箔,7.74,96.7,568.45,92.76
301218,华是科技,6.45,70.0,102.64,54.71
301219,腾远钴业,4.32,84.2,58.21,54.01
301220,亚香股份,3.94,88.3,36.32,37.78
301221,光庭信息,3.99,90.8,23.65,38.19
301222,浙江恒威,5.27,70.8,80.88,53.43
301223,中荣股份,2.65,90.0,17.33,25.78
301225,恒勃股份,6.55,96.7,78.72,71.62
301226,祥明智能,5.45,98.3,61.56,63.03
301227,森鹰窗业,5.31,78.3,32.07,55.54
301228,实朴检测,5.93,80.8,125.3,64.76
301229,纽泰格,3.61,90.8,13.72,42.13
301230,泓博医药,5.37,89.2,124.36,62.4
301231,荣信文化,6.46,84.2,72.59,76.33
301232,飞沃科技,9.32,87.5,139.22,87.04
301233,盛帮股份,3.66,88.3,46.39,38.03
301234,五洲医疗,4.57,55.0,21.87,51.86
301235,华康洁净,7.67,70.0,113.68,72.54
301236,软通动力,3.98,85.0,35.45,44.22
301237,和顺科技,6.31,81.7,61.61,63.18
301238,瑞泰新材,3.87,91.7,41.67,44.33
301239,普瑞眼科,4.17,93.3,51.55,34.27
301246,宏源药业,5.77,84.2,104.03,58.45
301248,杰创智能,6.62,88.3,233.66,66.42
301251,威尔高,5.67,79.2,52.14,63.68
301252,同星科技,5.62,96.7,70.48,51.41
301255,通力科技,3.76,91.7,46.09,42.93
301256,华融化学,5.06,66.7,38.53,61.38
301257,普蕊斯,5.1,90.8,72.66,60.24
301258,富士莱,3.26,100.0,16.54,37.45
301259,艾布鲁,4.57,88.3,47.56,58.28
301260,格力博,3.15,98.3,23.97,44.76
301261,恒工精密,4.89,92.5,39.49,60.63
301262,海看股份,3.19,99.2,51.73,46.43
301263,泰恩康,3.94,95.0,25.99,44.85
301265,华新科技,5.92,85.0,145.03,55.53
301266,宇邦新材,5.09,88.3,49.95,48.78
301267,华厦眼科,2.28,84.2,12.95,23.15
301268,铭利达,4.69,87.5,47.41,46.56
301269,华大九天,3.91,85.8,66.42,49.72
301270,汉仪股份,4.33,85.8,32.94,43.96
301272,英华特,3.55,80.8,29.98,37.09
301273,瑞晨环保,5.11,90.8,83.76,43.53
301275,汉朔科技,4.09,88.3,49.52,43.96
301276,嘉曼服饰,4.71,63.3,46.41,46.33
301277,新天地,2.58,90.0,14.15,41.19
301278,快可电子,4.49,99.2,48.73,42.02
301279,金道科技,4.67,100.0,45.21,51.19
301280,珠城科技,4.47,79.2,51.4,42.54
301281,科源制药,5.98,94.2,90.99,49.79
301282,金禄电子,5.71,96.7,73.5,56.91
301283,聚胶股份,3.6,100.0,34.11,44.89
301285,鸿日达,5.7,77.5,103.0,56.2
301286,侨源股份,5.99,88.3,59.07,59.74
301287,康力源,3.55,74.2,19.94,46.63
301288,清研环境,4.69,95.8,31.7,44.81
301289,国缆检测,3.0,98.3,15.42,38.45
301290,东星医疗,3.78,78.3,46.38,38.87
301291,明阳电气,5.54,83.3,69.45,57.03
301292,海科新源,7.36,90.8,112.87,95.69
301293,三博脑科,4.63,70.0,80.04,55.3
301295,美硕科技,5.35,76.7,100.08,43.6
301296,新巨丰,2.25,86.7,8.32,22.5
301297,富乐德,4.49,77.5,65.69,44.54
301298,东利机械,3.28,80.0,16.98,29.21
301299,卓创资讯,4.25,70.8,32.85,40.83
301300,远翔新材,3.49,95.8,16.73,45.22
301301,川宁生物,2.85,88.3,20.84,27.62
301302,华如科技,5.26,95.0,70.09,58.28
301303,真兰仪表,3.25,85.0,37.59,40.07
301305,朗坤科技,4.3,94.2,48.55,40.99
301306,西测测试,8.21,88.3,80.34,83.17
301307,美利信,6.13,90.8,107.94,61.99
301308,江波龙,6.41,76.7,154.42,77.66
301309,万得凯,3.78,96.7,48.96,36.71
301310,鑫宏业,4.74,99.2,88.58,55.12
301311,昆船智能,2.85,100.0,14.49,35.47
301312,智立方,7.36,92.5,239.65,75.6
301313,凡拓数创,5.76,93.3,170.26,61.81
301314,科瑞思,4.6,90.0,41.61,38.39
301315,威士顿,3.77,92.5,30.77,49.78
301316,慧博云通,5.4,93.3,49.86,64.26
301317,鑫磊股份,7.14,100.0,155.93,64.66
301318,维海德,3.05,80.8,14.29,31.77
301319,唯特偶,7.47,97.5,599.51,77.44
301320,豪江智能,3.33,85.0,15.4,35.56
301321,翰博高新,6.26,95.0,120.94,56.09
301322,绿通科技,4.85,98.3,120.69,54.4
301323,新莱福,5.19,91.7,132.48,62.27
301325,曼恩斯特,4.36,80.8,17.28,42.86
301326,捷邦科技,6.37,93.3,87.03,66.42
301327,华宝新能,3.97,92.5,36.19,42.1
301328,维峰电子,4.82,85.8,127.54,41.68
301329,信音电子,4.23,77.5,61.9,46.83
301330,熵基科技,3.84,89.2,72.03,54.72
301331,恩威医药,3.66,79.2,22.65,41.27
301332,德尔玛,2.17,90.8,14.32,22.01
301333,诺思格,4.65,100.0,58.22,55.45
301335,天元宠物,3.18,78.3,11.01,47.2
301336,趣睡科技,4.12,90.0,25.83,41.14
301337,亚华电子,3.81,88.3,25.32,38.27
301338,凯格精机,7.88,85.0,256.15,75.0
301339,通行宝,2.54,100.0,9.35,29.51
301345,涛涛车业,4.42,89.2,45.86,54.5
301348,蓝箭电子,5.34,76.7,83.75,57.17
301349,信德新材,5.2,99.2,114.45,52.37
301353,普莱得,2.93,87.5,21.48,30.94
301355,南王科技,3.51,92.5,16.71,35.77
301356,天振股份,4.35,95.0,45.17,46.09
301357,北方长龙,4.08,84.2,26.83,99.66
301358,湖南裕能,5.75,83.3,81.42,62.86
301359,东南电子,3.67,99.2,27.58,34.67
301360,荣旗科技,5.11,83.3,87.03,60.74
301361,众智科技,4.27,78.3,53.23,48.51
301362,民爆光电,7.11,87.5,747.78,72.98
301363,美好医疗,5.02,73.3,94.52,62.81
301365,矩阵股份,5.02,94.2,65.1,50.81
301366,一博科技,4.04,90.8,93.94,52.97
301367,瑞迈特,3.14,91.7,20.96,38.56
301368,丰立智能,4.45,76.7,32.36,48.85
301369,联动科技,5.91,93.3,176.19,57.92
301370,国科恒泰,2.59,86.7,8.22,25.02
301371,敷尔佳,2.99,100.0,52.46,33.94
301372,科净源,4.19,100.0,66.3,42.8
301373,凌玮科技,8.22,91.7,543.28,77.04
301376,致欧科技,3.37,100.0,24.23,34.8
301377,鼎泰高科,7.4,83.3,483.98,83.02
301378,通达海,4.9,100.0,96.72,63.03
301379,天山电子,5.01,78.3,64.97,57.89
301380,挖金客,4.17,93.3,39.63,44.34
301381,赛维时代,3.68,96.7,26.37,40.42
301382,蜂助手,5.47,85.0,63.79,53.13
301383,天键股份,3.93,86.7,32.15,44.74
301386,未来电器,3.28,84.2,24.28,31.58
301387,光大同创,6.98,74.2,169.37,55.49
301388,欣灵电气,4.36,100.0,45.98,58.81
301389,隆扬电子,6.42,82.5,131.82,79.98
301390,经纬股份,3.74,97.5,27.27,30.83
301391,卡莱特,5.34,100.0,40.46,57.01
301392,汇成真空,6.27,96.7,104.75,68.44
301393,昊帆生物,4.02,94.2,37.09,42.03
301395,仁信新材,5.13,94.2,53.84,39.35
301396,宏景科技,8.58,93.3,487.72,90.41
301397,溯联股份,4.78,88.3,60.31,56.09
301398,星源卓镁,4.99,80.8,40.85,54.03
301399,英特科技,4.38,79.2,40.52,45.54
301408,华人健康,5.66,95.0,60.5,68.37
301413,安培龙,5.42,100.0,51.51,64.97
301418,协昌科技,3.54,83.3,45.38,34.57
301419,阿莱德,5.0,98.3,95.42,54.93
301421,波长光电,5.3,84.2,62.57,72.89
301428,世纪恒通,4.98,66.7,37.01,53.03
301429,森泰股份,3.63,91.7,31.91,31.74
301439,泓淋电力,3.43,67.5,59.4,45.81
301446,福事特,5.19,84.2,59.41,56.3
301448,开创电气,4.43,92.5,38.76,51.73
301449,天溯计量,5.09,100.0,51.19,82.41
301456,盘古智能,3.67,70.0,20.01,39.82
301458,钧崴电子,5.0,87.5,100.51,50.72
301459,丰茂股份,3.62,85.8,23.04,42.73
301468,博盈特焊,7.11,94.2,55.47,75.52
301469,恒达新材,4.26,100.0,50.73,41.78
301479,弘景光电,4.78,94.2,58.67,50.86
301486,致尚科技,8.37,95.8,189.63,87.19
301487,盟固利,4.01,90.8,36.47,45.76
301488,豪恩汽电,4.91,80.8,38.49,69.96
301489,思泉新材,6.5,98.3,83.86,85.15
301491,汉桑科技,2.49,80.8,11.77,36.78
301498,乖宝宠物,3.32,84.2,17.79,37.27
301499,维科精密,4.56,95.8,37.03,39.23
301500,飞南资源,5.3,93.3,110.1,59.49
301501,恒鑫生活,2.7,92.5,10.6,48.36
301502,华阳智能,4.77,96.7,122.5,50.23
301503,智迪科技,3.12,93.3,13.82,29.65
301505,苏州规划,4.35,81.7,34.99,44.48
301507,民生健康,2.72,89.2,13.47,33.33
301508,中机认检,2.29,80.8,9.94,21.88
301509,金凯生科,3.9,95.8,39.88,45.45
301510,固高科技,4.38,90.0,40.81,48.86
301511,德福科技,7.11,100.0,498.13,79.23
301512,智信精密,4.41,94.2,42.95,36.8
301515,港通医疗,4.2,85.8,33.25,40.94
301516,中远通,4.11,75.8,46.09,37.43
301517,陕西华达,6.0,95.8,48.66,59.07
301518,长华化学,5.12,93.3,50.43,60.67
301519,舜禹股份,3.54,80.8,20.79,31.64
301520,万邦医药,3.04,76.7,20.32,33.5
301522,上大股份,4.25,80.0,41.35,41.23
301525,儒竞科技,4.45,84.2,25.7,52.09
301526,国际复材,7.83,100.0,547.98,84.53
301528,多浦乐,4.56,92.5,72.49,44.42
301529,福赛科技,7.32,92.5,105.23,76.53
301533,威马农机,3.13,90.0,10.83,43.52
301535,浙江华远,4.81,78.3,48.54,43.1
301536,星宸科技,4.79,100.0,90.09,51.54
301538,骏鼎达,4.96,100.0,67.4,56.49
301539,宏鑫科技,3.52,91.7,12.76,28.9
301548,崇德科技,5.56,100.0,86.08,56.89
301550,斯菱智驱,6.61,90.0,94.15,69.19
301551,无线传媒,3.51,99.2,29.46,39.04
301552,科力装备,2.94,60.8,27.02,32.14
301555,惠柏新材,4.67,95.0,43.62,41.14
301556,托普云农,4.38,82.5,55.59,49.93
301557,常友科技,4.83,91.7,47.41,45.12
301558,三态股份,3.07,93.3,18.27,32.32
301559,中集环科,2.89,100.0,18.3,30.23
301560,众捷汽车,4.87,94.2,39.14,44.77
301563,云汉芯城,5.72,79.2,119.81,100.79
301565,中仑新材,3.4,86.7,47.18,50.45
301566,达利凯普,5.58,100.0,113.57,55.52
301567,贝隆精密,4.18,84.2,31.84,46.09
301568,思泰克,4.92,100.0,166.19,53.57
301571,国科天成,4.79,95.8,52.99,47.86
301575,艾芬达,2.71,75.8,13.77,36.64
301577,美信科技,4.76,91.7,88.35,44.35
301578,辰奕智能,2.93,81.7,17.17,28.69
301580,爱迪特,5.63,97.5,176.53,63.97
301581,黄山谷捷,3.25,79.2,30.03,36.81
301584,建发致新,3.13,85.8,13.22,62.41
301585,蓝宇股份,2.91,97.5,17.5,26.88
301586,佳力奇,3.54,71.7,21.32,35.81
301587,中瑞股份,4.13,82.5,40.05,38.53
301588,美新科技,6.03,87.5,130.45,50.13
301589,诺瓦星云,3.57,70.8,36.45,35.9
301590,优优绿能,5.04,87.5,36.73,57.54
301591,肯特股份,5.23,76.7,98.6,52.47
301592,六九一二,3.81,100.0,28.58,41.72
301595,太力科技,5.87,100.0,78.1,49.39
301596,瑞迪智驱,4.08,91.7,43.21,40.56
301598,博科测试,2.83,93.3,20.99,29.64
301600,慧翰股份,3.92,96.7,27.31,50.6
301601,惠通科技,3.03,91.7,10.82,34.53
301602,超研股份,2.66,97.5,16.06,27.83
301603,乔锋智能,4.71,73.3,134.21,54.45
301606,绿联科技,4.9,95.8,48.32,53.91
301607,富特科技,5.25,87.5,63.91,56.06
301608,博实结,3.49,99.2,32.73,43.42
301609,山大电力,4.64,92.5,42.63,48.6
301611,珂玛科技,7.53,94.2,119.86,65.61
301613,新铝时代,3.47,88.3,21.75,37.15
301616,浙江华业,3.02,90.8,15.32,42.63
301617,博苑新材,5.08,93.3,49.32,66.79
301618,长联科技,3.3,70.0,31.38,33.49
301622,英思特,3.44,84.2,16.97,45.89
301626,苏州天脉,5.62,89.2,100.91,62.89
301628,强达电路,4.74,96.7,63.47,49.76
301629,矽电股份,7.11,67.5,97.62,68.77
301630,同宇新材,5.45,90.0,148.76,69.55
301631,壹连科技,4.25,93.3,66.14,44.95
301632,广东建科,2.77,75.0,14.28,54.17
301633,港迪技术,2.88,69.2,9.55,34.63
301636,泽润新能,5.52,78.3,121.52,53.53
301638,南网数字,4.96,100.0,87.4,75.5
301656,联合动力,2.8,96.7,22.86,40.92
301658,首航新能,5.67,74.2,113.93,62.79
301662,宏工科技,6.42,100.0,74.61,80.93
301665,泰禾股份,3.0,80.0,17.27,33.82
301667,纳百川,7.97,100.0,104.4,99.75
301668,昊创瑞通,3.61,100.0,26.21,52.31
301678,新恒汇,4.47,72.5,35.12,69.24
301680,固德电材,6.66,95.7,34.07,77.99
301682,宏明电子,7.05,100.0,85.27,85.23
301687,新广益,5.53,100.0,74.97,71.54
302132,中航成飞,2.82,90.8,17.05,42.35
600000,浦发银行,1.95,92.5,9.14,22.7
600004,白云机场,1.36,71.7,4.25,15.25
600006,东风股份,2.17,90.0,12.28,30.54
600007,中国国贸,2.31,87.5,19.79,21.41
600008,首创环保,1.79,85.8,10.76,16.26
600009,上海机场,1.6,86.7,5.52,17.49
600010,包钢股份,3.94,88.3,40.68,47.27
600011,华能国际,2.84,90.8,45.24,30.11
600012,皖通高速,2.74,60.0,27.72,24.71
600015,华夏银行,1.64,92.5,18.33,17.8
600016,民生银行,1.39,73.3,7.24,18.72
600017,日照港,1.97,54.2,10.17,20.77
600018,上港集团,1.44,85.8,5.75,14.09
600019,宝钢股份,2.11,63.3,7.12,21.84
600020,中原高速,1.91,83.3,9.38,19.55
600021,上海电力,3.88,100.0,32.86,56.45
600022,山东钢铁,2.99,91.7,17.22,27.97
600023,浙能电力,2.52,85.0,36.46,25.02
600025,华能水电,1.83,85.0,17.95,16.72
600026,中远海能,5.65,92.5,124.55,52.44
600027,华电国际,2.37,98.3,30.97,23.05
600028,中国石化,2.52,93.3,34.98,25.67
600029,南方航空,3.1,62.5,15.14,30.97
600030,中信证券,1.98,80.8,21.67,24.03
600031,三一重工,3.03,79.2,17.1,32.6
600032,浙江新能,4.97,81.7,77.08,45.48
600033,福建高速,2.17,55.8,10.32,29.53
600035,楚天高速,1.31,72.5,5.65,13.36
600036,招商银行,1.38,70.8,6.99,15.62
600037,歌华有线,2.68,81.7,17.61,32.98
600038,中直股份,2.22,79.2,11.2,21.93
600039,四川路桥,2.84,91.7,10.79,27.78
600048,保利发展,2.78,95.8,20.73,25.98
600050,中国联通,1.82,99.2,11.74,21.3
600051,宁波联合,2.77,79.2,14.45,26.52
600052,东望时代,3.97,45.0,23.14,42.11
600054,黄山旅游,2.77,89.2,28.6,26.59
600055,万东医疗,2.84,63.3,13.09,25.02
600056,中国医药,1.93,100.0,18.39,23.92
600057,厦门象屿,3.13,52.5,14.13,31.78
600058,五矿发展,4.56,98.3,83.35,47.13
600059,古越龙山,2.04,70.8,19.28,29.62
600060,海信视像,3.18,80.8,32.04,29.91
600061,国投资本,1.94,60.0,7.92,21.54
600062,华润双鹤,1.43,83.3,6.72,16.68
600063,皖维高新,4.61,81.7,50.77,45.64
600064,南京高科,1.98,72.5,10.88,22.11
600066,宇通客车,3.23,55.0,30.13,32.18
600067,冠城新材,3.63,75.8,26.48,46.34
600071,凤凰光学,2.95,90.8,19.37,32.41
600072,中船科技,3.55,81.7,22.7,31.13
600073,光明肉业,2.09,91.7,8.75,25.51
600075,新疆天业,5.13,91.7,64.9,43.97
600076,康欣新材,5.39,70.8,49.84,53.57
600078,澄星股份,6.24,77.5,69.24,65.2
600081,东风科技,2.67,92.5,21.73,33.23
600085,同仁堂,1.68,92.5,4.82,15.49
600088,中视传媒,3.66,94.2,37.44,37.56
600089,特变电工,3.93,75.0,49.82,47.09
600094,大名城,4.17,96.7,33.17,42.96
600095,湘财股份,2.75,75.0,10.81,41.35
600096,云天化,4.15,89.2,49.25,40.19
600097,开创国际,2.83,98.3,12.37,36.14
600098,广州发展,2.84,84.2,27.83,26.78
600099,林海股份,3.14,74.2,21.81,29.42
600100,同方股份,3.32,64.2,20.49,34.83
600101,明星电力,3.27,86.7,23.75,33.15
600103,青山纸业,4.4,85.8,66.36,60.95
600104,上汽集团,1.78,66.7,7.86,24.7
600105,永鼎股份,7.04,70.8,215.35,70.86
600106,重庆路桥,2.73,85.0,19.05,33.28
600108,亚盛集团,5.12,92.5,120.95,45.34
600109,国金证券,2.08,75.0,16.91,24.51
600110,诺德股份,6.0,82.5,165.01,67.91
600111,北方稀土,4.22,92.5,37.28,55.13
600113,浙江东日,4.4,70.0,11.5,59.81
600114,东睦股份,4.48,98.3,67.17,47.55
600115,中国东航,3.88,73.3,18.33,37.47
600116,三峡水利,2.3,75.8,12.79,19.28
600117,西宁特钢,3.04,66.7,10.11,43.16
600118,中国卫星,5.78,94.2,106.95,60.07
600120,浙江东方,2.85,89.2,22.99,33.0
600121,郑州煤电,4.84,73.3,41.79,53.29
600123,兰花科创,3.31,95.8,25.13,31.28
600125,铁龙物流,2.24,81.7,12.83,20.77
600126,杭钢股份,4.67,62.5,34.02,48.55
600127,金健米业,2.72,89.2,17.0,26.33
600128,苏豪弘业,3.0,81.7,14.66,31.1
600129,太极集团,2.28,80.0,10.83,23.5
600130,波导股份,3.87,91.7,70.26,40.37
600131,国网信通,3.86,83.3,46.16,32.84
600132,重庆啤酒,2.15,83.3,13.75,19.4
600133,东湖高新,3.83,82.5,22.7,37.11
600135,乐凯胶片,5.74,95.8,46.54,47.95
600137,浪莎股份,3.82,60.0,28.26,41.99
600138,中青旅,1.87,83.3,5.44,17.54
600141,兴发集团,5.04,95.8,55.96,46.31
600143,金发科技,3.38,75.0,20.17,46.93
600148,长春一东,3.06,85.8,16.44,37.65
600149,廊坊发展,4.73,81.7,42.89,44.94
600150,中国船舶,3.08,81.7,36.91,31.65
600151,航天机电,6.17,90.0,43.33,59.59
600152,维科技术,6.56,92.5,134.53,59.45
600153,建发股份,2.69,59.2,21.54,25.7
600155,华创云信,2.23,62.5,9.81,23.55
600156,华升股份,5.39,66.7,97.91,61.72
600157,永泰能源,3.39,80.8,29.3,33.67
600158,中体产业,4.87,99.2,67.78,46.52
600159,大龙地产,4.27,64.2,25.37,41.92
600160,巨化股份,4.1,82.5,50.95,41.43
600161,天坛生物,1.98,77.5,8.0,19.78
600162,香江控股,4.52,69.2,134.52,54.29
600163,中闽能源,4.33,93.3,52.95,44.13
600166,福田汽车,3.56,86.7,39.55,32.51
600167,联美控股,2.71,80.0,14.66,45.45
600168,武汉控股,2.16,85.8,9.63,27.78
600170,上海建工,2.58,60.8,20.45,39.31
600171,上海贝岭,2.93,79.2,19.52,35.25
600172,黄河旋风,6.48,100.0,196.85,69.35
600173,卧龙新能,4.17,91.7,28.05,55.09
600176,中国巨石,5.61,96.7,288.98,52.05
600177,雅戈尔,1.91,75.0,15.34,15.34
600178,东安动力,3.11,86.7,21.49,42.22
600179,安通控股,3.57,63.3,61.33,46.08
600182,S佳通,1.97,60.0,11.66,21.72
600183,生益科技,5.76,80.8,259.37,62.07
600184,光电股份,5.17,91.7,103.19,55.12
600185,珠免集团,3.18,88.3,32.48,33.16
600186,莲花控股,6.11,86.7,163.67,53.51
600188,兖矿能源,4.64,82.5,107.38,41.49
600189,泉阳泉,3.13,94.2,30.62,29.26
600191,华资实业,4.54,95.0,21.62,45.03
600192,长城电工,4.18,87.5,24.26,58.06
600195,中牧股份,2.75,85.0,23.08,29.17
600196,复星医药,1.95,70.8,13.74,24.68
600197,伊力特,2.01,91.7,11.77,24.39
600198,大唐电信,4.3,93.3,36.45,45.45
600199,金种子酒,2.97,87.5,18.83,30.83
600201,XD生物股,4.45,79.2,25.47,46.98
600202,哈空调,3.3,85.0,19.37,32.87
600203,福日电子,3.39,91.7,34.78,51.41
600206,有研新材,4.67,81.7,154.07,49.9
600207,安彩高科,5.4,79.2,74.89,53.14
600208,衢州发展,3.87,93.3,71.52,52.29
600210,紫江企业,1.97,70.0,11.31,27.55
600211,西藏药业,2.33,79.2,9.09,35.7
600212,绿能慧充,3.23,64.2,17.51,38.87
600215,派斯林,3.91,90.8,28.44,37.22
600216,浙江医药,3.04,98.3,33.77,28.96
600217,中再资环,2.29,85.0,8.66,23.42
600218,全柴动力,3.16,89.2,15.95,38.97
600219,南山铝业,4.23,90.0,70.6,45.94
600221,海航控股,2.61,79.2,15.11,31.93
600222,太龙药业,3.76,80.8,37.01,42.68
600223,福瑞达,2.08,93.3,9.49,25.51
600226,亨通股份,5.12,98.3,135.11,49.67
600227,赤天化,5.83,95.8,122.27,57.62
600228,返利科技,4.59,90.0,83.92,47.63
600229,城市传媒,3.0,95.0,15.7,32.02
600230,沧州大化,5.6,100.0,104.16,54.51
600231,凌钢股份,3.68,75.8,19.71,40.13
600232,金鹰股份,4.5,83.3,25.69,49.99
